100.24.51.229   - [11-Sep-2020 00:05:37 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36
141.101.143.52  - [11-Sep-2020 13:06:21 Asia/Riyadh] "GET /contact/ :443" 200 - Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.90 Safari/537.36
141.101.143.52  - [11-Sep-2020 13:06:24 Asia/Riyadh] "GET /career/ :443" 200 - Mozilla/5.0 (X11; FC Linux i686; rv:24.0) Gecko/20100101 Firefox/24.0
141.101.143.52  - [11-Sep-2020 13:06:28 Asia/Riyadh] "GET /support-ticket/downloads/ :443" 200 - Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.118 Safari/537.36
141.101.143.52  - [11-Sep-2020 13:06:30 Asia/Riyadh] "GET /financial-statements/ :443" 200 - Mozilla/5.0 (Linux; Android 4.4.2; GT-N5110 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.84 Safari/537.36
141.101.143.52  - [11-Sep-2020 13:06:34 Asia/Riyadh] "GET /support-ticket/login/ :443" 200 - Mozilla/5.0 (Windows NT 6.1; WOW64; rv:33.0) Gecko/20100101 Firefox/33.0
141.101.143.52  - [11-Sep-2020 13:06:42 Asia/Riyadh] "GET /support-ticket/ticket-status/ :443" 200 - Mozilla/5.0 (Linux; Android 4.4.2; RCT6203W46 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.84 Safari/537.36
141.101.143.52  - [11-Sep-2020 13:06:44 Asia/Riyadh] "GET /faq/ :443" 200 - Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36
141.101.143.52  - [11-Sep-2020 13:06:52 Asia/Riyadh] "GET /support-ticket/ :443" 200 - Mozilla/5.0 (Linux; Android 5.0.1; SAMSUNG SM-N910V 4G Build/LRX22C) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/2.1 Chrome/34.0.1847.76 Mobile Safari/537.36
141.101.143.52  - [11-Sep-2020 13:06:57 Asia/Riyadh] "GET /news/ :443" 200 - Mozilla/5.0 (Linux; U; Android 4.4.3; en-us; KFSOWI Build/KTU84M) AppleWebKit/537.36 (KHTML, like Gecko) Silk/3.68 like Chrome/39.0.2171.93 Safari/537.36
141.101.143.52  - [11-Sep-2020 13:07:02 Asia/Riyadh] "GET /support-ticket/ :443" 200 - Mozilla/5.0 (Linux; Android 4.4.2; SM-T900 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.84 Safari/537.36
141.101.143.52  - [11-Sep-2020 13:07:06 Asia/Riyadh] "GET /partners/ :443" 200 - Mozilla/5.0 (compatible; Windows NT 6.1; Catchpoint) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36
141.101.143.52  - [11-Sep-2020 13:07:12 Asia/Riyadh] "GET /support-ticket/ :443" 200 - Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36 SE 2.X MetaSr 1.0
141.101.143.52  - [11-Sep-2020 13:07:19 Asia/Riyadh] "GET /support-ticket/knowledgebase/ :443" 200 - Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.125 Safari/537.36
141.101.143.52  - [11-Sep-2020 13:07:30 Asia/Riyadh] "GET /support-ticket/add-ticket/ :443" 200 - Mozilla/5.0 (Linux; Android 5.0; SM-G900V Build/LRX21T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.133 Mobile Safari/537.36
141.101.143.52  - [11-Sep-2020 13:07:32 Asia/Riyadh] "GET /board-of-directors-report/ :443" 200 - Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36
141.101.143.52  - [11-Sep-2020 13:07:42 Asia/Riyadh] "GET /support-ticket/control-panel/ :443" 200 - Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:40.0) Gecko/20100101 Firefox/40.0
141.101.143.52  - [11-Sep-2020 13:07:50 Asia/Riyadh] "GET /news/news/ :443" 200 - Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.2; WOW64; Trident/7.0; .NET4.0E; .NET4.0C)
141.101.143.52  - [11-Sep-2020 13:07:56 Asia/Riyadh] "GET /ar/ :443" 200 - Mozilla/5.0 (iPad; U; CPU OS 3_2 like Mac OS X; en-us) AppleWebKit/531.21.10 (KHTML, like Gecko) Version/4.0.4 Mobile/7B367 Safari/531.21.10
141.101.143.52  - [11-Sep-2020 13:08:03 Asia/Riyadh] "GET /support-ticket/announcements/ :443" 200 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36
141.101.143.52  - [11-Sep-2020 13:08:07 Asia/Riyadh] "GET /faq/ :443" 200 - Mozilla/5.0 (Linux; Android 4.4.2; SM-T900 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.84 Safari/537.36
141.101.143.52  - [11-Sep-2020 13:08:14 Asia/Riyadh] "GET /support-ticket/ :443" 200 - Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; ASJB; rv:11.0) like Gecko
141.101.143.52  - [11-Sep-2020 13:08:20 Asia/Riyadh] "GET /news/ :443" 200 - Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Maxthon/4.4.6.2000 Chrome/30.0.1599.101 Safari/537.36
141.101.143.52  - [11-Sep-2020 13:08:26 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36
141.101.143.52  - [11-Sep-2020 13:08:30 Asia/Riyadh] "GET /whistleblower/ :443" 200 - Mozilla/5.0 (Windows NT 6.3; Win64; x64; Trident/7.0; Touch; MASAJS; rv:11.0) like Gecko
141.101.143.52  - [11-Sep-2020 13:08:36 Asia/Riyadh] "GET /partners/ :443" 200 - Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.130 Safari/537.36
141.101.143.52  - [11-Sep-2020 13:08:42 Asia/Riyadh] "GET /partner-link/ :443" 200 - Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) CriOS/45.0.2454.68 Mobile/12H143 Safari/600.1.4
141.101.143.52  - [11-Sep-2020 13:08:48 Asia/Riyadh] "GET /contact/ :443" 200 - Mozilla/5.0 (Windows NT 6.1; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0 SeaMonkey/2.35
141.101.143.52  - [11-Sep-2020 13:08:54 Asia/Riyadh] "GET /ar/?????/ :443" 200 - Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B435 Safari/600.1.4
141.101.143.52  - [11-Sep-2020 13:08:59 Asia/Riyadh] "GET /news/news/src-signs-a-strategic-partnership-deal-of-sar-1bn-with-deutsche-gulf-finance/ :443" 200 - Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; Touch; rv:11.0) like Gecko
141.101.143.52  - [11-Sep-2020 13:09:04 Asia/Riyadh] "GET /career/ :443" 200 - Mozilla/5.0 (iPad; CPU OS 7_1_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D201 Safari/9537.53
141.101.143.52  - [11-Sep-2020 13:09:08 Asia/Riyadh] "GET /financial-statements/ :443" 200 - Mozilla/5.0 (Linux; Android 5.1.1; Nexus 9 Build/LMY48I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.84 Safari/537.36
141.101.143.52  - [11-Sep-2020 13:09:14 Asia/Riyadh] "GET /board-of-directors-report/ :443" 200 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36 SE 2.X MetaSr 1.0
141.101.143.52  - [11-Sep-2020 13:09:20 Asia/Riyadh] "GET /news/news/src-injects-another-sar1-billion-into-saudi-housing-finance-market/ :443" 200 - Mozilla/5.0 (Linux; Android 4.4.4; Z970 Build/KTU84P) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36
141.101.143.52  - [11-Sep-2020 13:09:25 Asia/Riyadh] "GET /news/ :443" 200 - Mozilla/5.0 (iPad; CPU OS 8_1_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) GSA/7.0.55539 Mobile/12B466 Safari/600.1.4
141.101.143.52  - [11-Sep-2020 13:09:28 Asia/Riyadh] "GET /news/news/banque-saudi-fransi-to-expand-ltfr-mortgages-with-src-funding/ :443" 200 - Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0)
141.101.143.52  - [11-Sep-2020 13:09:36 Asia/Riyadh] "GET /news/news/ :443" 200 - Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MDDSJS; rv:11.0) like Gecko
141.101.143.52  - [11-Sep-2020 13:09:40 Asia/Riyadh] "GET /ar/ :443" 200 - Mozilla/5.0 (iPad; CPU OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) GSA/8.0.57838 Mobile/12F69 Safari/600.1.4
141.101.143.52  - [11-Sep-2020 13:09:44 Asia/Riyadh] "GET /news/news/saudi-real-estate-refinance-company-src-signs-sar1bn-deal-with-bidaya-home-finance/ :443" 200 - Mozilla/5.0 (Linux; Android 5.0; SAMSUNG-SM-G900A Build/LRX21T) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/2.1 Chrome/34.0.1847.76 Mobile Safari/537.36
141.101.143.52  - [11-Sep-2020 13:09:51 Asia/Riyadh] "GET /news/news/home-loans-become-more-accessible-for-saudi-house-hunters-src-signs-partnership-agreement-with-ncb-to-acquire-mortgage-portfolio/ :443" 200 - Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36
141.101.143.52  - [11-Sep-2020 13:10:00 Asia/Riyadh] "GET /news/news/aiming-to-provide-more-accessible-home-loans-src-signs-partnership-agreement-with-dat/ :443" 200 - Mozilla/5.0 (Linux; Android 5.0.1; SAMSUNG-SM-N910A Build/LRX22C) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/2.1 Chrome/34.0.1847.76 Mobile Safari/537.36
141.101.143.52  - [11-Sep-2020 13:10:04 Asia/Riyadh] "GET /faq/ :443" 200 - Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; FunWebProducts; rv:11.0) like Gecko
141.101.143.52  - [11-Sep-2020 13:10:12 Asia/Riyadh] "GET /support-ticket/ :443" 200 - Mozilla/5.0 (iPhone; CPU iPhone OS 7_0_4 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B554a Safari/9537.53
141.101.143.52  - [11-Sep-2020 13:10:19 Asia/Riyadh] "GET /news/ :443" 200 - Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:39.0) Gecko/20100101 Firefox/39.0
141.101.143.52  - [11-Sep-2020 13:10:29 Asia/Riyadh] "GET /whistleblower/login/ :443" 200 - Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0
141.101.143.52  - [11-Sep-2020 13:10:38 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36
141.101.143.52  - [11-Sep-2020 13:10:44 Asia/Riyadh] "GET /whistleblower/add-ticket/ :443" 200 - Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.0.1) Gecko/2008070208 Firefox/3.0.1
141.101.143.52  - [11-Sep-2020 13:10:48 Asia/Riyadh] "GET /whistleblower/ :443" 200 - Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.13+ (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2
141.101.143.52  - [11-Sep-2020 13:10:53 Asia/Riyadh] "GET /ar/create-a-ticket/ :443" 200 - Mozilla/5.0 (Linux; Android 5.1; XT1254 Build/SU3TL-39) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.84 Mobile Safari/537.36
141.101.143.52  - [11-Sep-2020 13:10:58 Asia/Riyadh] "GET /partners/ :443" 200 - Mozilla/5.0 (Windows NT 5.2; rv:40.0) Gecko/20100101 Firefox/40.0
141.101.143.52  - [11-Sep-2020 13:11:01 Asia/Riyadh] "GET /partner-link/ :443" 200 - Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:39.0) Gecko/20100101 Firefox/39.0
141.101.143.52  - [11-Sep-2020 13:11:04 Asia/Riyadh] "GET /contact/ :443" 200 - Mozilla/5.0 (Windows NT 5.2; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0
141.101.143.52  - [11-Sep-2020 13:11:13 Asia/Riyadh] "GET /whistleblower/control-panel/ :443" 200 - Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.90 Safari/537.36
141.101.143.52  - [11-Sep-2020 13:11:16 Asia/Riyadh] "GET /whistleblower/ :443" 200 - Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36
141.101.143.52  - [11-Sep-2020 13:11:22 Asia/Riyadh] "GET /career/ :443" 200 - Mozilla/5.0 (X11; Linux x86_64; rv:34.0) Gecko/20100101 Firefox/34.0
141.101.143.52  - [11-Sep-2020 13:11:27 Asia/Riyadh] "GET /financial-statements/ :443" 200 - Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:33.0) Gecko/20100101 Firefox/33.0
141.101.143.52  - [11-Sep-2020 13:11:34 Asia/Riyadh] "GET /board-of-directors-report/ :443" 200 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 AOL/9.7 AOLBuild/4343.4049.US Safari/537.36
141.101.143.52  - [11-Sep-2020 13:11:45 Asia/Riyadh] "GET /whistleblower/my-tickets/ :443" 200 - Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36
141.101.143.52  - [11-Sep-2020 13:11:54 Asia/Riyadh] "GET /news/news/ :443" 200 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.122 Safari/537.36
141.101.143.52  - [11-Sep-2020 13:12:00 Asia/Riyadh] "GET /ar/ :443" 200 - Mozilla/5.0 (Linux; Android 5.0.2; SM-T350 Build/LRX22G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.84 Safari/537.36
141.101.143.52  - [11-Sep-2020 13:12:04 Asia/Riyadh] "GET /partners/ :443" 200 - Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; Touch; ASU2JS; rv:11.0) like Gecko
141.101.143.52  - [11-Sep-2020 13:12:09 Asia/Riyadh] "GET /faq/ :443" 200 - Mozilla/5.0 (iPad; U; CPU OS 5_0 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9A334 Safari/7534.48.3
141.101.143.52  - [11-Sep-2020 13:12:18 Asia/Riyadh] "GET /support-ticket/ :443" 200 - Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36
141.101.143.52  - [11-Sep-2020 13:12:24 Asia/Riyadh] "GET /news/ :443" 200 - Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/600.2.5 (KHTML, like Gecko) Version/7.1.2 Safari/537.85.11
141.101.143.52  - [11-Sep-2020 13:12:27 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36
141.101.143.52  - [11-Sep-2020 13:12:31 Asia/Riyadh] "GET /whistleblower/ :443" 200 - Mozilla/5.0 (Linux; Android 4.2.2; QMV7B Build/JDQ39) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.114 Safari/537.36
141.101.143.52  - [11-Sep-2020 13:12:39 Asia/Riyadh] "GET /partners/ :443" 200 - Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.130 Safari/537.36
141.101.143.52  - [11-Sep-2020 13:12:47 Asia/Riyadh] "GET /partner-link/ :443" 200 - Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0
141.101.143.52  - [11-Sep-2020 13:12:55 Asia/Riyadh] "GET /contact/ :443" 200 - Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36
141.101.143.52  - [11-Sep-2020 13:13:01 Asia/Riyadh] "GET /career/ :443" 200 - Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/44.0.2403.89 Chrome/44.0.2403.89 Safari/537.36
141.101.143.52  - [11-Sep-2020 13:13:05 Asia/Riyadh] "GET /financial-statements/ :443" 200 - Mozilla/5.0 (X11; Linux x86_64; rv:31.0) Gecko/20100101 Firefox/31.0
141.101.143.52  - [11-Sep-2020 13:13:09 Asia/Riyadh] "GET /board-of-directors-report/ :443" 200 - Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.130 Safari/537.36
141.101.143.52  - [11-Sep-2020 13:13:15 Asia/Riyadh] "GET /ar/partners-ar/ :443" 200 - Mozilla/5.0 (Windows NT 6.0; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0
141.101.143.52  - [11-Sep-2020 13:13:22 Asia/Riyadh] "GET /news/news/ :443" 200 - Mozilla/5.0 (Android; Mobile; rv:40.0) Gecko/40.0 Firefox/40.0
141.101.143.52  - [11-Sep-2020 13:13:27 Asia/Riyadh] "GET /ar/ :443" 200 - Mozilla/5.0 (iPad; CPU OS 8_4_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) CriOS/43.0.2357.61 Mobile/12H321 Safari/600.1.4
141.101.143.52  - [11-Sep-2020 13:13:32 Asia/Riyadh] "GET /my-login :443" 200 - Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36 SE 2.X MetaSr 1.0
141.101.143.52  - [11-Sep-2020 13:13:38 Asia/Riyadh] "GET /faq/ :443" 200 - Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.130 Safari/537.36
141.101.143.52  - [11-Sep-2020 13:13:47 Asia/Riyadh] "GET /support-ticket/ :443" 200 - Mozilla/5.0 (Windows NT 6.2; ARM; Trident/7.0; Touch; rv:11.0; WPDesktop; Lumia 1520) like Gecko
141.101.143.52  - [11-Sep-2020 13:13:52 Asia/Riyadh] "GET /news/ :443" 200 - Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10) AppleWebKit/600.1.25 (KHTML, like Gecko) Version/8.0 Safari/600.1.25
141.101.143.52  - [11-Sep-2020 13:13:56 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36
141.101.143.52  - [11-Sep-2020 13:14:01 Asia/Riyadh] "GET /whistleblower/ :443" 200 - Mozilla/5.0 (Linux; Android 5.0.2; SM-T550 Build/LRX22G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.84 Safari/537.36
141.101.143.52  - [11-Sep-2020 13:14:07 Asia/Riyadh] "GET /partners/ :443" 200 - Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.107 Safari/537.36
141.101.143.52  - [11-Sep-2020 13:14:13 Asia/Riyadh] "GET /partner-link/ :443" 200 - Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36
141.101.143.52  - [11-Sep-2020 13:14:22 Asia/Riyadh] "GET /contact/ :443" 200 - Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C; .NET4.0E)
141.101.143.52  - [11-Sep-2020 13:14:28 Asia/Riyadh] "GET /career/ :443" 200 - Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36
141.101.143.52  - [11-Sep-2020 13:14:34 Asia/Riyadh] "GET /financial-statements/ :443" 200 - Mozilla/5.0 (iPad; CPU OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) CriOS/43.0.2357.61 Mobile/12F69 Safari/600.1.4
141.101.143.52  - [11-Sep-2020 13:14:39 Asia/Riyadh] "GET /board-of-directors-report/ :443" 200 - Mozilla/5.0 (Linux; Android 4.4.3; KFSAWI Build/KTU84M) AppleWebKit/537.36 (KHTML, like Gecko) Silk/44.1.81 like Chrome/44.0.2403.128 Safari/537.36
141.101.143.52  - [11-Sep-2020 13:14:45 Asia/Riyadh] "GET /partner-link/ :443" 200 - Mozilla/5.0 (Windows NT 6.2; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36
141.101.143.52  - [11-Sep-2020 13:14:50 Asia/Riyadh] "GET /news/news/ :443" 200 - Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Mobile/11D257
141.101.143.52  - [11-Sep-2020 13:14:56 Asia/Riyadh] "GET /ar/ :443" 200 - Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:39.0) Gecko/20100101 Firefox/39.0
141.101.143.52  - [11-Sep-2020 13:15:01 Asia/Riyadh] "GET /faq/ :443" 200 - Mozilla/5.0 (X11; Linux x86_64; rv:34.0) Gecko/20100101 Firefox/34.0
141.101.143.52  - [11-Sep-2020 13:15:13 Asia/Riyadh] "GET /support-ticket/ :443" 200 - Mozilla/5.0 (Windows NT 6.0; rv:39.0) Gecko/20100101 Firefox/39.0
141.101.143.52  - [11-Sep-2020 13:15:19 Asia/Riyadh] "GET /news/ :443" 200 - Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:40.0) Gecko/20100101 Firefox/40.0
141.101.143.52  - [11-Sep-2020 13:15:27 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.130 Safari/537.36
141.101.143.52  - [11-Sep-2020 13:15:33 Asia/Riyadh] "GET /contact/ :443" 200 - Mozilla/5.0 (X11; Linux i686; rv:40.0) Gecko/20100101 Firefox/40.0
141.101.143.52  - [11-Sep-2020 13:15:41 Asia/Riyadh] "GET /whistleblower/ :443" 200 - Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36
141.101.143.52  - [11-Sep-2020 13:15:45 Asia/Riyadh] "GET /partners/ :443" 200 - Mozilla/5.0 (Windows NT 6.3; Win64; x64; Trident/7.0; Touch; MALNJS; rv:11.0) like Gecko
141.101.143.52  - [11-Sep-2020 13:15:50 Asia/Riyadh] "GET /partner-link/ :443" 200 - Mozilla/5.0 (iPad; CPU OS 8_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B410 Safari/600.1.4
141.101.143.52  - [11-Sep-2020 13:15:56 Asia/Riyadh] "GET /contact/ :443" 200 - Mozilla/5.0 (Linux; Ubuntu 14.04) AppleWebKit/537.36 Chromium/35.0.1870.2 Safari/537.36
141.101.143.52  - [11-Sep-2020 13:16:04 Asia/Riyadh] "GET /career/ :443" 200 - Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.104 AOL/9.8 AOLBuild/4346.13.US Safari/537.36
141.101.143.52  - [11-Sep-2020 13:16:10 Asia/Riyadh] "GET /ar/contact-2/ :443" 200 - Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.76.4 (KHTML, like Gecko) Version/7.0.4 Safari/537.76.4
141.101.143.52  - [11-Sep-2020 13:16:16 Asia/Riyadh] "GET /financial-statements/ :443" 200 - Mozilla/5.0 (Windows Phone 8.1; ARM; Trident/7.0; Touch; rv:11.0; IEMobile/11.0; NOKIA; Lumia 635) like Gecko
141.101.143.52  - [11-Sep-2020 13:16:21 Asia/Riyadh] "GET /board-of-directors-report/ :443" 200 - Mozilla/5.0 (Windows NT 6.3; Win64; x64; Trident/7.0; Touch; MALNJS; rv:11.0) like Gecko
141.101.143.52  - [11-Sep-2020 13:16:28 Asia/Riyadh] "GET /news/news/ :443" 200 - Mozilla/5.0 (Windows NT 6.3; Win64; x64; Trident/7.0; MDDCJS; rv:11.0) like Gecko
141.101.143.52  - [11-Sep-2020 13:16:32 Asia/Riyadh] "GET /ar/ :443" 200 - Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.125 Safari/537.36
141.101.143.52  - [11-Sep-2020 13:16:37 Asia/Riyadh] "GET /faq/ :443" 200 - Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0
141.101.143.52  - [11-Sep-2020 13:16:49 Asia/Riyadh] "GET /support-ticket/ :443" 200 - Mozilla/5.0 (iPhone; CPU iPhone OS 8_4_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H321 Safari/600.1.4
141.101.143.52  - [11-Sep-2020 13:16:54 Asia/Riyadh] "GET /news/ :443" 200 - Mozilla/5.0 (Linux; Android 5.0.2; SAMSUNG-SM-G920A Build/LRX22G) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/3.0 Chrome/38.0.2125.102 Mobile Safari/537.36
141.101.143.52  - [11-Sep-2020 13:17:00 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (Windows NT 6.3; Win64; x64; Trident/7.0; Touch; ASU2JS; rv:11.0) like Gecko
